SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: MFAEnabledForIAMConsoleAccess-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: AccessKeysRotated-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserGroupMembershipCheck-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserNoPoliciesCheck-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/ds1
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMGroupHasUsersCheck-conformance-pack-mwebs6wk8,AwsIamGroup,arn:aws:iam::997075698610:group/datascience
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMGroupHasUsersCheck-conformance-pack-mwebs6wk8,AwsIamGroup,arn:aws:iam::997075698610:group/admins
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserNoPoliciesCheck-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
MEDIUM,aws/config,This finding is created for a resource compliance change for config rule: IAMUserGroupMembershipCheck-conformance-pack-mwebs6wk8,AwsIamUser,arn:aws:iam::997075698610:user/mynamehere
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2020/10/5/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-09294e7fa72c183dc/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-09294e7fa72c183dc_20201005T152515Z_1601911515359.json.gz"
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2020/10/5/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-09294e7fa72c183dc/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-09294e7fa72c183dc_20201005T185648Z_1601924208056.json.gz"
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2020/10/6/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-09294e7fa72c183dc/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-09294e7fa72c183dc_20201006T160825Z_1602000505607.json.gz"
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2021/6/10/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-08b0662962642cd6f/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-08b0662962642cd6f_20210610T022824Z_1623292104692.json.gz"
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2021/6/12/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-08b0662962642cd6f/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-08b0662962642cd6f_20210612T050831Z_1623474511509.json.gz"
LOW,aws/securityhub,This control checks to see if Amazon EC2 instance uses multiple ENI/EFA. This control will pass if single network adapters is used.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-041162be6325ab744
CRITICAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-021fa2ba164ee632c
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-02d9bacf8f6543f8c
HIGH,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0494f24f22a9e8e34
HIGH,aws/securityhub,"This control checks whether the security groups allow unrestricted incoming traffic. The control fails if ports allow unrestricted traffic on ports other than 80 and 443, which are default values for parameter authorizedTcpPorts.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-012651ff0d702e98a
LOW,aws/securityhub,This control checks to see if there are any NACLs (Network Access Control List) that are unused. The control will check the item configuration of the resource AWS::EC2::NetworkAcl and determine the relationships of the NACL.,AwsEc2NetworkAcl,arn:aws:ec2:us-east-1:997075698610:network-acl/acl-006a57533cda63720
CRITICAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0494f24f22a9e8e34
HIGH,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-021fa2ba164ee632c
HIGH,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-012651ff0d702e98a
HIGH,aws/securityhub,This control checks whether your Amazon Elastic Compute Cloud (Amazon EC2) instance metadata version is configured with Instance Metadata Service Version 2 (IMDSv2). The control passes if HttpTokens is set to required for IMDSv2. The control fails if HttpTokens is set to optional.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-041162be6325ab744
MEDIUM,aws/securityhub,This AWS control checks whether the Amazon EC2 instances in your account are managed by AWS Systems Manager.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-041162be6325ab744
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-010e8c1b2b1ba3641
MEDIUM,aws/securityhub,This control checks whether the virtualization type of an EC2 instance is paravirtual. The control fails for an EC2 instance if ‘virtualizationType’ is set to ‘paravirtual’.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-041162be6325ab744
HIGH,aws/securityhub,This AWS control checks that the default security group of a VPC does not allow inbound or outbound traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0494f24f22a9e8e34
CRITICAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-012651ff0d702e98a
HIGH,aws/securityhub,This control checks whether EC2 instances have a public IP address. The control fails if the publicIp field is present in the EC2 instance configuration item. This control applies to IPv4 addresses only.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-041162be6325ab744
MEDIUM,aws/securityhub,This control checks whether a network access control list (NACL) allows unrestricted access to the default ports for SSH/RDP ingress traffic. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389,AwsEc2NetworkAcl,arn:aws:ec2:us-east-1:997075698610:network-acl/acl-006a57533cda63720
HIGH,aws/securityhub,"This control checks whether the security groups allow unrestricted incoming traffic. The control fails if ports allow unrestricted traffic on ports other than 80 and 443, which are default values for parameter authorizedTcpPorts.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-021fa2ba164ee632c
HIGH,aws/securityhub,This control checks if EC2 instances are launched inside a VPC. This control fails if an EC2 instance is launched in the EC2-Classic network.,AwsEc2Instance,arn:aws:ec2:us-east-1:997075698610:instance/i-041162be6325ab744
MEDIUM,aws/securityhub,This control checks if the assignment of public IPs in Amazon Virtual Private Cloud (VPC) subnets have the MapPublicIpOnLaunch set to FALSE. The control will pass if the flag is set to FALSE.,AwsEc2Subnet,arn:aws:ec2:us-east-1:997075698610:subnet/subnet-08278a7978996247c
MEDIUM,aws/macie,"The S3 object contains personal information such as names, mailing addresses, or driver’s license identification numbers.","AwsS3Bucket, AwsS3Object","arn:aws:s3:::config-bucket-997075698610, arn:aws:s3:::config-bucket-997075698610/AWSLogs/997075698610/Config/us-east-1/2021/6/10/OversizedChangeNotification/AWS::SSM::ManagedInstanceInventory/i-08b0662962642cd6f/997075698610_Config_us-east-1_ChangeNotification_AWS::SSM::ManagedInstanceInventory_i-08b0662962642cd6f_20210610T093144Z_1623317504750.json.gz"
INFORMATIONAL,aws/securityhub,This control checks to see if there are any NACLs (Network Access Control List) that are unused. The control will check the item configuration of the resource AWS::EC2::NetworkAcl and determine the relationships of the NACL.,AwsEc2NetworkAcl,arn:aws:ec2:us-east-1:997075698610:network-acl/acl-006a57533cda63720
INFORMATIONAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0494f24f22a9e8e34
MEDIUM,aws/securityhub,This AWS control checks whether the EBS volumes that are in an attached state are encrypted.,AwsEc2Volume,arn:aws:ec2:us-east-1:997075698610:volume/vol-02d9bacf8f6543f8c
INFORMATIONAL,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0494f24f22a9e8e34
HIGH,aws/securityhub,This AWS control checks that the default security group of a VPC does not allow inbound or outbound traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-0494f24f22a9e8e34
MEDIUM,aws/securityhub,This control checks whether a network access control list (NACL) allows unrestricted access to the default ports for SSH/RDP ingress traffic. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389,AwsEc2NetworkAcl,arn:aws:ec2:us-east-1:997075698610:network-acl/acl-006a57533cda63720
HIGH,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-021fa2ba164ee632c
HIGH,aws/securityhub,This AWS control checks that security groups in use disallow unrestricted incoming SSH traffic.,AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-012651ff0d702e98a
CRITICAL,aws/securityhub,"This control checks whether unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that have the highest risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 for those ports.",AwsEc2SecurityGroup,arn:aws:ec2:us-east-1:997075698610:security-group/sg-021fa2ba164ee632c
